4,9534
5,9015
6,11509
7,6013
1,10634
2,8620
3,10386
4,9632
5,7971
6,11999
7,7851
1,10184
2,8620
3,14850
4,13919
5,7751
6,12576
7,11329
1,10599
2,10619
3,8516
4,7338
5,13063
6,6043
7,11104
1,10230
2,8894
3,10278
4,9660
5,7043
6,13377
7,12532
1,11356
2,8457
3,8128
4,9907
5,7830
6,12781
7,12664
1,11244
2,8658
3,14125
4,14042
5,8079
6,13039
7,6079
1,10123
2,8896
3,10395
4,9560
5,9465
6,11874
7,11971
1,10078
2,11063
3,10513
4,10209
5,9250
6,6081
7,12858
1,10536
2,8774
3,10076
4,8034
5,9605
6,13160
7,5988
1,10016
2,10843
3,8434
4,9910
5,9519
6,7910
7,11188
1,10488
2,15620
3,8842
4,9893
5,8876
6,12503
7,13047
1,10774
2,8691
3,10707
4,8341
5,7910
6,13197
7,12876
1,10433
2,15742
3,8257
4,9769
5,8002
6,6057
7,12005
1,10486
2,10595
3,10428
4,9931
5,9606
6,12191
7,7865
1,11198
2,14934
3,10493
4,9858
5,8219
6,12625
7,9845
1,11371
2,8439
3,10323
4,8255
5,7807
6,6030
7,7833
1,10034
2,11155
3,14236
4,9818
5,12864
6,6044
7,6080
1,10511
2,9080
3,14511
4,7980
5,7877
6,12233
7,11357
1,10542
2,11138
3,14747
4,10195
5,13175
6,12782
7,13336
1,11038
2,8581
3,10347
4,10119
5,9617
6,12187
7,12901
1,11125
2,11162
3,8455
4,9535
5,8025
6,12849
7,13270
1,10668
2,8811
3,8667
4,13929
5,9515
6,6091
7,6043
1,10686
2,7815
3,10345
4,9531
5,9967
6,6036
7,11519
1,10125
2,8754
3,11066
4,8384
5,9303
6,6437
7,12355
1,10680
2,8558
3,10188
4,8179
5,8116
6,13417
7,11653
1,10604
2,15782
3,8398
4,14051
5,9319
6,6022
7,12087
1,10357
2,15057
3,10227
4,8087
5,8953
6,12976
7,9811
1,15903
2,8638
3,10138
4,13996
5,12767
6,7898
7,6090
1,10126
2,15224
3,8439
4,8140
5,7801
6,12188
7,11813
1,10599
2,8760
3,8360
4,8006
5,9656
6,12775
7,12592
1,10392
2,10773
3,14004
4,7407
5,9681
6,11329
7,6028
1,10705
2,7715
3,10445
4,14117
5,13890
6,11367
7,6355
1,10598
2,10712
3,8237
4,10349
5,8018
6,11566
7,12739
1,10386
2,10574
3,8497
4,9556
5,8268
6,6045
7,12098
1,11115
2,8669
3,10242
4,8226
5,7802
6,6387
7,13114
1,10178
2,8826
3,10692
4,7926
5,7900
6,7913
7,12904
1,10670
2,8880
3,8476
4,9532
5,8058
6,7849
7,6308
1,10612
2,10458
3,10595
4,8202
5,7931
6,6006
7,13471
1,10360
2,8640
3,8091
4,9583
5,7627
6,12299
7,6158
1,10378
2,8548
3,10277
4,13220
5,9250
6,11997
7,13185
1,10524
2,10678
3,8847
4,10018
5,8971
6,12401
7,12146
1,10335
2,8869
3,10674
4,9651
5,8171
6,11238
7,12956
1,11190
2,9015
3,8429
4,7212
5,7884
6,6089
7,6051
1,11104
2,7821
3,10665
4,10227
5,7708
6,6085
7,7841
1,11231
2,10948
3,14053
4,8195
5,7781
6,12732
7,6049
